ID	redshift	Flux (Ha 6563) MAST G235M	F_err(Ha 6563) MAST G235M	Optimal dline (Ha 6563) MAST G235M	Flux (Hb 4861) MAST G235M	F_err(Hb 4861) MAST G235M	Optimal dline (Hb 4861) MAST G235M	Flux ([OIII]4959) MAST G235M	F_err([OIII]4959) MAST G235M	Optimal dline ([OIII]4959) MAST G235M	Flux ([OIII]5007) MAST G235M	F_err([OIII]5007) MAST G235M	Optimal dline ([OIII]5007) MAST G235M	Flux ([NII]6583) MAST G235M	F_err([NII]6583) MAST G235M	Optimal dline ([NII]6583) MAST G235M	Flux ([OIII]4363) MAST G235M	F_err([OIII]4363) MAST G235M	Optimal dline ([OIII]4363) MAST G235M	Flux (Ha 6563) JADES G235M	F_err(Ha 6563) JADES G235M	Optimal dline (Ha 6563) JADES G235M	Flux (Hb 4861) JADES G235M	F_err(Hb 4861) JADES G235M	Optimal dline (Hb 4861) JADES G235M	Flux ([OIII]4959) JADES G235M	F_err([OIII]4959) JADES G235M	Optimal dline ([OIII]4959) JADES G235M	Flux ([OIII]5007) JADES G235M	F_err([OIII]5007) JADES G235M	Optimal dline ([OIII]5007) JADES G235M	Flux ([NII]6583) JADES G235M	F_err([NII]6583) JADES G235M	Optimal dline ([NII]6583) JADES G235M	Flux ([OIII]4363) JADES G235M	F_err([OIII]4363) JADES G235M	Optimal dline ([OIII]4363) JADES G235M	Flux (Ha 6563) MAST G395M	F_err(Ha 6563) MAST G395M	Optimal dline (Ha 6563) MAST G395M	Flux (Hb 4861) MAST G395M	F_err(Hb 4861) MAST G395M	Optimal dline (Hb 4861) MAST G395M	Flux ([OIII]4959) MAST G395M	F_err([OIII]4959) MAST G395M	Optimal dline ([OIII]4959) MAST G395M	Flux ([OIII]5007) MAST G395M	F_err([OIII]5007) MAST G395M	Optimal dline ([OIII]5007) MAST G395M	Flux ([NII]6583) MAST G395M	F_err([NII]6583) MAST G395M	Optimal dline ([NII]6583) MAST G395M	Flux ([OIII]4363) MAST G395M	F_err([OIII]4363) MAST G395M	Optimal dline ([OIII]4363) MAST G395M	Flux (Ha 6563) JADES G395M	F_err(Ha 6563) JADES G395M	Optimal dline (Ha 6563) JADES G395M	Flux (Hb 4861) JADES G395M	F_err(Hb 4861) JADES G395M	Optimal dline (Hb 4861) JADES G395M	Flux ([OIII]4959) JADES G395M	F_err([OIII]4959) JADES G395M	Optimal dline ([OIII]4959) JADES G395M	Flux ([OIII]5007) JADES G395M	F_err([OIII]5007) JADES G395M	Optimal dline ([OIII]5007) JADES G395M	Flux ([NII]6583) JADES G395M	F_err([NII]6583) JADES G395M	Optimal dline ([NII]6583) JADES G395M	Flux ([OIII]4363) JADES G395M	F_err([OIII]4363) JADES G395M	Optimal dline ([OIII]4363) JADES G395M	Flux (Ha 6563) MAST G395H	F_err(Ha 6563) MAST G395H	Optimal dline (Ha 6563) MAST G395H	Flux (Hb 4861) MAST G395H	F_err(Hb 4861) MAST G395H	Optimal dline (Hb 4861) MAST G395H	Flux ([OIII]4959) MAST G395H	F_err([OIII]4959) MAST G395H	Optimal dline ([OIII]4959) MAST G395H	Flux ([OIII]5007) MAST G395H	F_err([OIII]5007) MAST G395H	Optimal dline ([OIII]5007) MAST G395H	Flux ([NII]6583) MAST G395H	F_err([NII]6583) MAST G395H	Optimal dline ([NII]6583) MAST G395H	Flux ([OIII]4363) MAST G395H	F_err([OIII]4363) MAST G395H	Optimal dline ([OIII]4363) MAST G395H	Flux (Ha 6563) JADES G395H	F_err(Ha 6563) JADES G395H	Optimal dline (Ha 6563) JADES G395H	Flux (Hb 4861) JADES G395H	F_err(Hb 4861) JADES G395H	Optimal dline (Hb 4861) JADES G395H	Flux ([OIII]4959) JADES G395H	F_err([OIII]4959) JADES G395H	Optimal dline ([OIII]4959) JADES G395H	Flux ([OIII]5007) JADES G395H	F_err([OIII]5007) JADES G395H	Optimal dline ([OIII]5007) JADES G395H	Flux ([NII]6583) JADES G395H	F_err([NII]6583) JADES G395H	Optimal dline ([NII]6583) JADES G395H	Flux ([OIII]4363) JADES G395H	F_err([OIII]4363) JADES G395H	Optimal dline ([OIII]4363) JADES G395H
10001892	4.770522			5.0	0.6778909409326991	0.6975576299241605	5.0	0.13620495183298606	0.6700843811645545	5.0	5.105976401876412	0.6571631963036428	5.0			5.0			5.0			5.0	0.18085145284090504	1.0397160867642612	5.0	3.903801950759185	1.4817984273400833	9.5	3.6894532877182917	1.0734985098535705	5.5			5.0			5.0	1.7360331833563962	0.32243521730716723	7.5			5.0			5.0	1.2717029611965727	0.22464930692729287	6.5	0.19478383370083596	0.24822544540597627	5.0			5.0	2.092178910719204	0.28113979299847897	5.0			5.0			5.0	1.099444499264846	0.4359602585414943	9.0	0.46201666262319896	0.2794341103395281	5.0			5.0	2.327252789192472	0.3511608727582756	5.0			5.0			5.0	0.6792318012183252	0.42989616432988126	6.0	0.13774500028483774	0.34898181172214915	5.0			5.0	2.87088215147764	0.7394419041568612	5.0			5.0			5.0	0.822004246484412	0.6689370406783354	6.0	0.29033060591220705	0.6929228699830079	5.0			5.0
10005113	5.820838			5.0			5.0			5.0			5.0			5.0	1.0828772153334774	0.0	5.0			5.0			5.0			5.0			5.0			5.0	1.5578876071474397	0.0	5.0			5.0	1.5659437321955483	0.33315998904942423	4.5	3.0203272432162467	0.3578575443015919	6.0	9.192363307471926	0.3510151557211941	5.5			5.0	0.6963703681230218	0.3582328643269438	5.0			5.0	1.5914407243308049	0.4828178259359912	5.0	3.8793003237328296	0.4639234460451752	4.5	13.284234729097246	0.5087850738546349	6.5			5.0	0.9554695706658193	0.5190327286436619	5.0	5.791398770340027	0.5506494214089829	5.0	2.3537792460042835	0.6343344205873522	5.0			5.0			5.0	0.10807418005220751	0.547110143809439	5.0	0.2910038984379782	0.7904149321527899	5.0	8.613315389937167	1.3972283543901065	5.0	4.593897513630631	1.4606108339387034	5.0			5.0			5.0	3.5936287290287057	1.3241224413196364	5.0	0.383133713597364	1.7286974495278664	5.0
10005217	4.8883230178694			5.0	7.6818620209932105	0.5434673059813321	4.5	10.386759273350224	0.5717650259808652	5.0	32.3332281277743	0.5606964795056874	5.0			5.0	0.7862400701064922	0.6761372357725366	5.0			5.0	9.725401636754983	0.7795180189349922	4.5	11.828084876675078	0.7490127045279668	4.5	38.08738428195167	0.8048460944129484	5.5			5.0	0.14479092600663698	0.9676247644474385	5.0	26.788992028323587	0.3195417560137708	5.5			5.0	9.42784318087068	0.4371273955250061	4.5	31.016766948304188	0.495103426417854	5.0	0.2235111160078751	0.27504773933584786	5.0			5.0	34.910272192429595	0.42077431311058366	6.5			5.0	13.071151617331948	0.8960939968658987	7.0	41.05099693159644	0.7861973853882632	5.0	0.12704543044063707	0.3740686493291889	5.0			5.0	26.361556337437385	0.385327694008556	5.0			5.0	10.006027563352898	0.6851785582613711	5.0	29.544441667904163	0.671784517839917	5.0	0.216796918855094	0.3806531101166578	5.0			5.0	35.46000642912597	0.8355268563048208	5.5			5.0	10.902732738464671	1.4625068751386963	5.0	39.29708404160332	1.4346004083885462	5.0	0.3422842483777002	0.7878413425883768	5.0			5.0
10005447	6.62257640301802			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	2.3021391906614426	0.826665927057722	5.0	0.020392628067638863	0.5014846335431791	5.0	0.7481499073636554	0.4817502778722896	5.0	2.7767505660423892	0.517582793789749	6.0	0.7770373620199892	0.9185714772500368	5.0	0.050951133859784684	0.5574680610773493	5.0	2.527896638663746	1.6377183500811687	5.0	0.8689784879114765	0.8966917177984225	5.5	1.4357487989039144	0.7706393438842997	5.0	5.103739761991914	0.7559345779840982	4.5	0.35357969707689374	1.6277822689596733	5.0	1.0979388489413295	0.9955635052544413	5.0			5.0	0.45491326833285106	0.8155729635425489	5.0	2.1395804877847318	0.7823097518579553	5.0	7.018302263156601	0.7308441640544672	5.0			5.0	4.219036994228586	1.0143447740648976	5.0			5.0	1.6347839927450714	1.3833110127731638	5.0	4.100686742450738	1.3882802344256477	5.0	7.025319168190578	1.3617901051410293	5.0			5.0	1.8274893225895668	1.793473363938952	5.0
10009506	3.59928686455817	42.724906590612754	0.7319087020412011	6.5	16.634346860487348	0.4760001561672774	4.5	37.2492863941527	0.5113009517392814	5.0	108.75546802589689	0.5015558973090716	5.5	0.8749826814812669	0.6640920018872697	5.0	3.119006227318302	0.5118752062078449	5.0	51.06128474279589	1.1578803448073038	5.5	18.41887582509871	0.8703001281345187	5.0	38.07845952974117	0.7479577500442536	4.5	106.0934859999405	0.7336857774215207	4.5	1.0552583612248945	1.0293564107208601	5.0	1.4761098997467872	0.6832503444425051	5.0	44.24856658000527	0.36516644101020684	4.5			5.0			5.0			5.0	1.037369536516731	0.3629509664258692	4.5			5.0	54.511805600851986	0.5685090294947139	5.5			5.0			5.0			5.0	2.3510024248757846	0.5650598699763538	5.0			5.0	46.26708985364601	0.7018823258455772	5.0			5.0			5.0			5.0	0.9822581665197454	0.527287665034029	5.0			5.0	62.437602417698166	1.060215175487038	5.5			5.0			5.0			5.0	3.4208153653010474	0.9857235696266906	5.0			5.0
10009693	6.28599376348805			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	4.020497479227549	0.9732939744679691	5.0	1.5917343144537122	0.7790209399206507	5.5	1.1640405163713685	0.885609636234271	7.5	6.0022121446050996	0.804193758983442	6.5	1.2817736537513007	0.9673889738397137	5.0	1.8683822750126882	0.8652862180842821	5.0	3.743101844541373	1.4921578521850443	5.0	0.6908427841245941	0.9286822459666636	5.0	0.4291614476172262	0.8923396044762141	5.0	5.007676091036934	0.8753126448594185	4.5	1.0560034464748003	1.2844065116541317	5.0	0.3536929100573018	1.1527840507493694	5.0	5.422961754055579	1.3254773674604041	5.0	2.558725322658993	1.0324062776553717	5.0	0.9470728635917243	0.9910250671698438	5.0	7.4107151613368085	0.9715795433532463	5.0	0.5201662193707157	1.310133114693325	5.0	1.7106126791362146	1.293464064069658	5.0	3.057553289400356	2.233930826689426	5.0	1.2279922286865257	1.6315079992104833	5.0	4.06924501140187	1.7685604481438577	6.0	6.369570466290293	1.5377483397580027	5.0	2.1149643552499056	2.220377508492542	5.0	1.110339438492298	1.9309617946031807	5.0
10009848	4.37			5.0	0.5661113720945874	0.951838662222914	5.0	0.9689855993534104	0.91432246766067	5.0	2.2537914796573393	1.0610309546378682	7.0			5.0	1.7855690825465087	1.183388216805536	5.0			5.0	2.0063406499082346	1.351225718958274	5.0	1.5278456503599498	1.298347447525649	5.0	1.2933804582425743	1.2735733486888579	5.0			5.0	1.255390995406631	1.6772921680609754	5.0	0.08646000809085189	0.5066807880015611	4.5			5.0			5.0			5.0	0.11926681608721686	0.5035395810834639	5.0			5.0	1.0296632714992893	0.7208460525382787	5.0			5.0			5.0			5.0	1.6608360729981524	0.7164726602182697	5.0			5.0	1.3089143260654783	0.6878421466732584	4.5			5.0			5.0			5.0	1.1531632178271896	0.6835309299091238	5.0			5.0	3.0551466847407647	2.3793000582868156	5.0			5.0			5.0			5.0	3.036210930436769	2.229615897708505	5.0			5.0
10013545	4.03498294164463			5.0	10.891786462708568	0.6908762756049569	5.5	24.325047225711426	0.6637534696717098	5.5	56.31705473427239	0.5943042701427947	5.0			5.0	2.1099325873278554	0.783482555763397	4.5			5.0	12.426991880896418	0.8671462832221796	5.0	26.987816880520562	0.9127377555058042	5.5	81.86567173489651	0.8173130367718277	4.5			5.0	1.93976764297321	0.9627603067556413	5.0	26.146272694193446	0.5303277443722823	5.5			5.0			5.0			5.0	0.852895679010127	0.45650596878622995	5.0			5.0	49.07578328468384	0.874157445930473	7.5			5.0			5.0			5.0	0.35828980774763297	0.5495114614519951	5.0			5.0	27.07413253009671	0.6381705169221767	5.0			5.0			5.0			5.0	2.8007964866640878	0.5984163643985358	5.0			5.0	48.21465050049677	1.3362783127810256	5.0			5.0			5.0			5.0	7.296340175061415	1.3281710764440395	5.0			5.0
10013609	6.928894			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	1.509717200509975	0.2892044686708253	7.5	6.921196981313568	0.7182054307644294	6.0	9.224413411304061	0.6298109986750545	5.0	29.305224482274543	0.5525160334653597	4.5			5.0	1.339937584855208	0.8147914865910388	5.0	21.572490882355428	1.3513771134849193	5.0	6.252227802850677	0.9956597693854676	4.5	13.201149816170316	1.171708591776038	6.0	35.90190793621995	1.049209043429283	5.5	1.5020117757428957	1.201375169122426	5.0	1.2560559013668289	1.2359240279494454	5.0			5.0	6.05151077087933	0.826862671429018	4.5	12.658667573913373	0.8283896550313061	5.0	28.33178742243801	0.7772744367603031	4.5			5.0	3.7592245135091766	1.080625852203502	5.0			5.0	8.457768742931334	2.2648734827961947	6.0	11.729306128833477	1.8636213865917692	4.5	31.870139007309476	1.8280611515291978	4.5			5.0	0.45775993656046543	2.5146048956780254	5.0
10013618	5.94372301071691			5.0			5.0			5.0			5.0			5.0	1.1302284210248323	0.0	5.0			5.0			5.0			5.0			5.0			5.0	1.9702567746844906	0.0	5.0	6.852239273613968	0.3367701482681202	4.5	2.831778626723502	0.2537047241140142	5.0	5.0577130005566024	0.24371149530525726	5.0	12.012219724683737	0.23903731582750642	4.5	1.0377061638283516	0.3346934118038676	5.0	1.068464689491233	0.27298842858754097	5.0	7.469173609928017	0.4599052629685936	4.5	3.4888040146636468	0.3893514820060074	6.5	5.8701333791617705	0.3346184253493032	4.5	14.077737726137714	0.3669761933910447	5.5	0.4699869725517465	0.32322912010935373	5.0	2.509723505178446	0.43228248740108055	5.0			5.0	3.126407850591578	0.3996010824120966	5.0	4.954206057829146	0.3847885725781454	5.0	13.335062129574686	0.3956388678150801	5.0			5.0	1.3002912647352534	0.5005778144986576	5.0			5.0	3.665433413971067	1.1191584448510197	5.0	6.18465042596756	1.0253172383743732	5.0	16.13865386747177	1.0057528986043682	5.0			5.0	1.4179801965080658	1.389224367202898	5.0
10013620	5.91753186734937			5.0			5.0			5.0			5.0			5.0	0.6845513291645744	0.0	5.0			5.0			5.0			5.0			5.0			5.0	0.19942808282114563	0.0	5.0	10.78396122588457	0.3696290551565666	5.0	3.4178609125575155	0.463051491163908	4.5	7.852897867371994	0.444827010889757	5.0	18.753216325639563	0.48777706223470524	6.0	1.26609776169711	0.31813414657504874	5.0	0.5274235755858392	0.49826408291834073	5.0	13.519939472246108	0.9861518552037505	5.0	5.0990197544310725	0.7297201811769898	4.5	9.151320658536646	0.7011636333931267	5.0	22.768264070227264	0.6877845512468562	4.5	1.4430724234480508	0.9801688454682158	5.0	1.3976340240727874	0.6405044857124431	5.0			5.0	3.2278386478424044	0.7249875709921112	5.0	5.5675982676927385	0.6981382357358293	5.0	19.15905529738404	0.6844118274227207	5.0			5.0	0.7892988201906332	0.9083031132638066	5.0			5.0	2.2141475338565386	1.5813547216363582	5.0	4.470961059521705	1.5194706832937186	5.0	26.253627333255146	1.6327360505781439	5.5			5.0	3.093514428195967	1.9629539700976175	5.0
10013704	5.919825			5.0			5.0			5.0			5.0			5.0	2.8511546785278736	0.0	5.0			5.0			5.0			5.0			5.0			5.0	2.524125116081869	0.0	5.0	25.816605021282122	0.6492061687414248	4.5	9.238708926842827	0.441849528147672	7.0	14.035465659663089	0.34664090457706925	5.0	42.97813184880078	0.3400321898401808	4.5	4.047733146538018	0.6452674175163053	4.5	1.9911889804462333	0.44769531468706114	5.0	32.538637754102126	1.0824434563544936	5.5	9.663821719718621	0.6720584330273286	5.5	17.97719907799847	0.6457583946684956	6.0	48.33560455262187	0.566562841907733	5.0	5.871485464614817	0.9622929657956564	4.5	0.5970421828012271	0.6461948260412702	5.0	26.059219233948486	0.6643579439504435	4.5	8.074874194734258	0.4100098801063164	5.0	14.58426622192045	0.3937012776269972	5.0	44.29746482683379	0.36623194745086074	4.5	2.772522786879556	0.5389407729849842	5.0	2.526325375805755	0.5103472512013547	5.0	29.543771319150355	1.1441325178240533	4.5	10.059706790550116	0.7852247590949	5.0	17.689033147485887	0.7544961196351144	5.0	50.28938616646547	0.7400993867144439	4.5	4.477019101233832	1.1371910351754877	5.0	4.538735561377515	0.9747086072436085	5.0
10013905	7.197212			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0	4.825443900293407	0.38589123603026587	5.0	6.176474355325207	0.4539997063408812	6.0	18.442135135448208	0.36358776307792734	5.0			5.0	0.16805637737182913	0.5361441263051739	5.0			5.0	7.577364538160732	0.7746273539609114	5.0	6.101304468276364	0.6657341692381217	5.0	22.08249908913903	0.9235254746664804	8.0			5.0	0.8043745786735207	0.8600399763573463	5.0																					5.0	2.5369955007088096	1.413881602937744	5.0	5.721637656553124	1.41402511206215	5.0	20.805195568730515	1.3326285182692452	5.0			5.0	2.7801540021348257	1.75506764406562	5.0
10015338	5.07627227996806			5.0	8.424923038524874	2.11896331640501	5.0	15.419885094415816	2.035355580730432	4.5	48.436380433653525	2.156071574198367	5.5			5.0	1.5801142744520327	2.4055357957805077	5.0			5.0	9.360305256596105	2.8690012365074398	5.0	24.41636435252527	2.756727007269054	5.0	59.88373574132281	2.962220736376924	5.5			5.0	5.290552429667553	3.9012355639407033	5.0	24.493381112324066	0.6607870772374338	5.0	7.052036740913069	0.7291919641183614	7.0			5.0			5.0	0.1159525105502519	0.5687581252202869	5.0			5.0	29.402863649404633	1.2648181022565623	5.0	8.56500688364027	0.6985277809083121	5.0			5.0			5.0	4.450025305671445	1.2571444169322132	5.0			5.0	21.133692096827666	1.1068099492914045	5.5			5.0			5.0	42.24121590477558	0.5888523293348861	4.5	1.7823468387367556	1.04335982825038	5.0			5.0	26.757227291220214	2.5687344633284126	4.5			5.0			5.0	53.876649614012926	1.786456535631493	5.0	3.443122076264303	2.55314988249523	5.0			5.0
10016186	3.92792643507394			5.0	10.14572159076827	0.6113070976035977	5.0	18.64877869833926	0.7192759493585832	6.0	49.917767638411696	0.7054726777240112	6.0			5.0	3.3623215096434036	0.8489090977794065	5.0			5.0	12.963587772828737	1.0339961851148616	5.5	17.683103994262357	0.906966693955183	5.0	51.971225459994706	0.8896606311128665	5.0			5.0	3.129992898604098	1.1716803043456891	5.0	25.156039655441216	0.45688537951377417	4.5			5.0			5.0			5.0	1.2326208926193496	0.3707820741109544	5.0			5.0	31.528721847998632	0.7206626417317054	4.5			5.0			5.0			5.0	2.434469915128529	0.7162903621700352	5.0			5.0	27.005255051098924	0.6033650264246551	6.0			5.0			5.0			5.0	1.4236658641556812	0.39973447890341585	5.0			5.0	30.688880143966955	1.0940465653287645	4.5			5.0			5.0			5.0	0.061993331306225356	1.1624890716495389	5.0			5.0
10016374	5.50325569707072			5.0			5.0			5.0			5.0			5.0	0.4764980493858199	0.0	5.0			5.0	6.414707788049613	0.0	5.0			5.0			5.0			5.0	3.2064264796751516	0.0	5.0	14.83721785317011	0.47072361835624876	6.0			5.0			5.0			5.0	0.019448552787302422	0.4184596990120918	5.0			5.0	18.271155427671268	0.6248424588028342	6.5			5.0			5.0			5.0	0.26419994842638034	0.4810644410340955	5.0			5.0	15.34335941048603	0.5490485147515707	4.5	4.709481804606825	0.6251695040836915	4.5	11.369514176207057	0.6001835676524765	5.0	36.13347036271645	0.6202933438029445	5.0	0.14539109245464582	0.5750214857667189	5.0			5.0	20.802007905308248	0.9893298246085739	5.0	6.62357652798734	1.3156643319840393	5.0	13.40229002245573	1.3325603041451952	5.0	44.26518928378821	1.3071333810640082	5.0	2.7172929114838333	0.9328664080643202	5.0			5.0
10035295	3.58892350772953	52.86372962827385	0.7327485317370275	6.5	16.99393402166201	0.8464526879429868	4.5	31.81751929030337	0.8132827377589866	4.5	96.81698203711507	0.8919275827144275	6.0	0.4225116313450668	0.6648663266911192	5.0	6.803840912110619	1.1748749826495295	5.0	58.93237707219573	1.0191050275895095	6.0	16.865198056618322	0.9502352407101646	4.5	32.07984606310246	1.1182522684791882	6.5	93.25693650776195	1.0013414608022801	5.0	1.0790435898858697	0.9246671295479966	5.0	4.37021890736664	0.8340593420007323	5.0	49.42687134365403	0.5148545243640087	6.5			5.0			5.0			5.0	1.2499838078633572	0.3618483811649366	5.0			5.0	55.481056396661906	0.5629997962124155	4.5			5.0			5.0			5.0	3.196574350519991	0.5595840613599867	4.5			5.0	51.516066630895295	0.7413512447575749	5.5			5.0			5.0			5.0	0.3371375110021917	0.6892654435515426	5.0			5.0	57.43775405436026	1.372415134079676	4.5			5.0			5.0			5.0	0.09532423547361814	1.364088654679375	5.0			5.0
10056849	5.8142066790736			5.0			5.0			5.0			5.0			5.0	2.6798960091956747	0.0	5.0			5.0			5.0			5.0			5.0			5.0	5.71629181446623	0.0	5.0	11.65407515131083	0.5052554114185815	4.5	4.4575319832849924	0.5664725863670227	5.0	3.7010136519579873	0.6084398841268455	5.5	14.183842738870178	0.5337679177554657	5.0	1.4000160205079972	0.43485140091853797	5.0	0.1329577283015502	0.4975867258611835	5.0	14.685701077459896	0.7933509333943429	4.5	5.181690260168298	1.1567014094696697	5.0	4.3590386560899255	1.1114355665849462	5.0	17.360552654695088	1.2189119382740627	6.0	1.7994875426197707	0.6828936384890382	5.0	0.31508082796916836	1.4358268849296956	5.0			5.0	3.7913182712782305	0.6759224576752235	5.0	6.523130018316411	0.646599257684295	5.0	16.73673467221091	0.7252247321503129	6.5			5.0			5.0			5.0	5.388947296106673	1.1990846116394527	5.0	9.578347583115168	1.1521601632109495	5.0	20.997339575419584	1.3841766489113934	7.0			5.0			5.0
