NIRSpec_ID	redshift	JADES_FILENAME_PRISM	MAST_FILENAME_PRISM	JADES_FILENAME_G140M	JADES_FILENAME_G235M	JADES_FILENAME_G395M	MAST_FILENAME_G140M	MAST_FILENAME_G235M	MAST_FILENAME_G395M	JADES_FILENAME_G395H	MAST_FILENAME_G395H	NAME	Ha_ini	Ha_end	Hb_ini	Hb_end	[OIII4959]_ini	[OIII4959]_end	[OIII5007]_ini	[OIII5007]_end
10009693	6.28599376348805	hlsp_jades_jwst_nirspec_goods-s-deephst-10009693_clear-prism_v1.0_x1d.fits	jw01210-o001_s000009693_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10009693_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10009693_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10009693_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000009693_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000009693_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000009693_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10009693_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000009693_nirspec_f290lp-g395h_x1d.fits	Julieta	6559	6567	4855	4869	4951	4964	5003	5016
10009848	4.37	hlsp_jades_jwst_nirspec_goods-s-deephst-10009848_clear-prism_v1.0_x1d.fits	jw01210-o001_s000009848_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10009848_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10009848_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10009848_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000009848_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000009848_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000009848_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10009848_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000009848_nirspec_f290lp-g395h_x1d.fits	Dolores	6555	6569	4860	4865	4950	4963	4994	5013
10013545	4.03498294164463	hlsp_jades_jwst_nirspec_goods-s-deephst-10013545_clear-prism_v1.0_x1d.fits	jw01210-o001_s000013545_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013545_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013545_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013545_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000013545_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000013545_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000013545_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013545_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000013545_nirspec_f290lp-g395h_x1d.fits	Mileva	6556	6572	4857	4869	4955	4964	5002	5013
10013609	6.928894	hlsp_jades_jwst_nirspec_goods-s-deephst-10013609_clear-prism_v1.0_x1d.fits	jw01210-o001_s000013609_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013609_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013609_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013609_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000013609_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000013609_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000013609_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013609_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000013609_nirspec_f290lp-g395h_x1d.fits	Gigi			4856	4869	4944	4965	5002	5015
10013618	5.94372301071691	hlsp_jades_jwst_nirspec_goods-s-deephst-10013618_clear-prism_v1.0_x1d.fits	jw01210-o001_s000013618_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013618_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013618_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013618_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000013618_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000013618_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000013618_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013618_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000013618_nirspec_f290lp-g395h_x1d.fits	Alicia	6556	6569	4856	4865	4945	4966	5001	5014
10013620	5.91753186734937	hlsp_jades_jwst_nirspec_goods-s-deephst-10013620_clear-prism_v1.0_x1d.fits	jw01210-o001_s000013620_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013620_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013620_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013620_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000013620_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000013620_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000013620_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013620_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000013620_nirspec_f290lp-g395h_x1d.fits	Aline	6558	6570	4857	4867	4953	4969	4998	5018
10013704	5.919825	hlsp_jades_jwst_nirspec_goods-s-deephst-10013704_clear-prism_v1.0_x1d.fits	jw01210-o001_s000013704_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013704_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013704_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013704_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000013704_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000013704_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000013704_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013704_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000013704_nirspec_f290lp-g395h_x1d.fits	Nubella	6556	6571	4853	4867	4952	4967	4997	5014
10013905	7.197212	hlsp_jades_jwst_nirspec_goods-s-deephst-10013905_clear-prism_v1.0_x1d.fits	jw01210-o001_s000013905_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013905_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013905_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013905_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000013905_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000013905_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000013905_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10013905_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000013905_nirspec_f290lp-g395h_x1d.fits	Sara			4854	4870	4953	4965	5001	5016
10015338	5.07627227996806	hlsp_jades_jwst_nirspec_goods-s-deephst-10015338_clear-prism_v1.0_x1d.fits	jw01210-o001_s000015338_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10015338_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10015338_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10015338_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000015338_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000015338_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000015338_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10015338_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000015338_nirspec_f290lp-g395h_x1d.fits	Valentina	6555	6570	4853	4871	4955	4967	5001	5012
10016186	3.92792643507394	hlsp_jades_jwst_nirspec_goods-s-deephst-10016186_clear-prism_v1.0_x1d.fits	jw01210-o001_s000016186_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10016186_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10016186_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10016186_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000016186_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000016186_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000016186_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10016186_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000016186_nirspec_f290lp-g395h_x1d.fits	Juanita	6554	6572	4855	4866	4950	4964	4998	5015
10016374	5.50325569707072	hlsp_jades_jwst_nirspec_goods-s-deephst-10016374_clear-prism_v1.0_x1d.fits	jw01210-o001_s000016374_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10016374_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10016374_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10016374_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000016374_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000016374_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000016374_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10016374_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000016374_nirspec_f290lp-g395h_x1d.fits	Peppa	6557	6572						
10035295	3.58892350772953	hlsp_jades_jwst_nirspec_goods-s-deephst-10035295_clear-prism_v1.0_x1d.fits	jw01210-o001_s000035295_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10035295_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10035295_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10035295_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000035295_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000035295_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000035295_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10035295_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000035295_nirspec_f290lp-g395h_x1d.fits	Dory	6555	6574	4857	4868	4953	4970	5001	5015
10056849	5.8142066790736	hlsp_jades_jwst_nirspec_goods-s-deephst-10056849_clear-prism_v1.0_x1d.fits	jw01210-o001_s000056849_nirspec_clear-prism_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10056849_f070lp-g140m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10056849_f170lp-g235m_v1.0_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10056849_f290lp-g395m_v1.0_x1d.fits	jw01210-o001_s000056849_nirspec_f070lp-g140m_x1d.fits	jw01210-o001_s000056849_nirspec_f170lp-g235m_x1d.fits	jw01210-o001_s000056849_nirspec_f290lp-g395m_x1d.fits	hlsp_jades_jwst_nirspec_goods-s-deephst-10056849_f290lp-g395h_v1.0_x1d.fits	jw01210-o001_s000056849_nirspec_f290lp-g395h_x1d.fits	Frufrú	6559	6570	4854	4871	4956	4965	5002	5014
